agent_id,previous_experience_months,sales_experience_months,customer_service_experience_months,certification_count,relevant_certification,assessment_score,communication_score,product_knowledge_score,sales_skill_score,customer_service_score,competency_level
AGT01804,27,21,0,1,0,32,65,44,62,61,Needs Improvement
AGT01805,50,18,3,3,1,87,56,42,65,53,Basic
AGT01806,0,0,0,0,0,20,62,29,44,56,Basic
AGT01807,25,4,0,3,0,66,79,62,75,66,Basic
AGT01808,33,12,17,1,0,52,64,48,54,64,Basic
AGT01809,29,6,13,2,1,56,60,58,60,71,Competent
AGT01810,56,21,34,2,1,77,79,77,67,79,Competent
AGT01811,0,0,0,0,0,18,53,51,54,45,Needs Improvement
AGT01812,0,0,0,2,1,36,26,35,63,39,Needs Improvement
AGT01813,26,21,1,0,0,76,72,47,49,85,Competent
AGT01814,25,21,18,0,0,54,73,53,36,52,Needs Improvement
AGT01815,54,34,14,1,1,52,38,71,71,71,Competent
AGT01816,8,0,0,0,0,55,63,68,66,54,Basic
AGT01817,42,28,30,1,1,68,80,72,91,73,Basic
AGT01818,52,28,16,3,1,69,81,85,80,84,Advanced
AGT01819,68,39,36,4,1,58,79,88,84,63,Competent
AGT01820,19,9,19,3,0,63,58,52,76,66,Competent
AGT01821,5,0,0,0,0,40,31,61,55,43,Basic
AGT01822,68,20,45,2,0,62,51,65,79,63,Competent
AGT01823,53,36,33,1,1,70,90,85,59,88,Advanced
AGT01824,39,20,39,4,1,72,80,76,67,77,Advanced
AGT01825,6,0,0,0,0,42,70,27,53,46,Basic
AGT01826,39,29,21,1,0,72,63,55,67,80,Competent
AGT01827,63,47,40,0,0,86,83,53,72,61,Advanced
AGT01828,65,65,36,2,0,82,63,52,100,76,Advanced
AGT01829,17,0,12,0,0,40,46,65,40,47,Needs Improvement
AGT01830,5,0,0,2,0,63,64,86,65,66,Basic
AGT01831,28,6,28,1,0,70,80,64,70,63,Competent
AGT01832,70,32,53,1,1,61,86,73,52,74,Competent
AGT01833,4,0,0,1,1,52,51,70,34,56,Basic
AGT01834,24,4,19,2,1,74,59,67,42,60,Basic
AGT01835,67,32,45,0,0,70,60,66,73,91,Advanced
AGT01836,37,0,1,0,0,63,58,59,58,51,Basic
AGT01837,45,32,3,2,1,83,94,70,54,44,Competent
AGT01838,22,0,21,0,0,69,71,70,33,69,Basic
AGT01839,54,37,37,1,0,89,93,80,82,50,Competent
AGT01840,9,0,0,1,0,51,53,58,47,69,Basic
AGT01841,0,0,0,1,1,45,59,55,44,55,Basic
AGT01842,29,9,0,0,0,72,74,40,48,42,Basic
AGT01843,53,31,26,2,0,75,68,81,68,58,Advanced
AGT01844,33,5,0,0,0,37,47,31,49,26,Needs Improvement
AGT01845,5,5,1,1,1,43,44,57,42,52,Basic
AGT01846,0,0,0,1,0,27,39,52,23,25,Basic
AGT01847,29,24,18,1,1,72,66,46,61,67,Competent
AGT01848,57,30,16,1,1,54,44,43,63,47,Competent
AGT01849,38,19,0,1,1,59,65,85,57,50,Basic
AGT01850,29,18,24,2,1,70,75,66,68,73,Basic
AGT01851,28,17,12,0,0,48,56,39,50,62,Basic
AGT01852,21,21,21,1,0,46,57,73,52,77,Basic
AGT01853,0,0,0,1,0,45,63,48,44,49,Needs Improvement
AGT01854,37,5,0,2,1,64,66,42,45,65,Competent
AGT01855,41,12,15,0,0,60,70,72,78,57,Competent
AGT01856,0,0,0,0,0,56,71,43,57,55,Needs Improvement
AGT01857,6,6,3,1,0,67,48,64,58,48,Basic
AGT01858,51,32,29,1,0,74,100,60,76,66,Advanced
AGT01859,31,31,13,3,1,80,68,74,70,59,Competent
AGT01860,9,6,3,1,1,37,56,51,36,50,Needs Improvement
AGT01861,21,21,1,4,1,69,63,33,63,65,Competent
AGT01862,21,12,0,0,0,47,68,56,43,55,Basic
AGT01863,37,17,14,2,1,90,78,70,100,72,Competent
AGT01864,80,50,35,2,0,76,71,89,86,65,Competent
AGT01865,5,0,0,0,0,67,61,69,63,64,Needs Improvement
AGT01866,13,0,6,0,0,49,63,72,76,50,Basic
AGT01867,33,8,9,3,1,51,68,50,72,65,Advanced
AGT01868,74,54,25,0,0,81,74,57,55,64,Advanced
AGT01869,28,14,18,1,1,39,61,57,53,60,Needs Improvement
AGT01870,45,45,19,4,1,77,59,58,66,66,Advanced
AGT01871,48,31,39,4,1,78,64,86,78,90,Competent
AGT01872,0,0,0,1,0,48,54,54,50,59,Basic
AGT01873,9,0,0,2,1,47,64,40,51,54,Needs Improvement
AGT01874,0,0,0,0,0,64,61,39,41,40,Competent
AGT01875,0,0,0,3,0,61,64,64,60,59,Needs Improvement
AGT01876,1,0,0,2,1,37,47,42,22,39,Basic
AGT01877,24,11,11,0,0,73,77,65,61,48,Basic
AGT01878,72,41,50,1,1,80,81,91,59,78,Advanced
AGT01879,35,35,16,3,0,82,58,62,64,76,Competent
AGT01880,3,0,0,3,1,35,46,17,46,35,Basic
AGT01881,36,36,13,3,1,71,68,56,74,65,Advanced
AGT01882,84,45,55,1,1,97,67,77,74,76,Advanced
AGT01883,27,6,7,1,0,55,54,54,68,55,Advanced
AGT01884,54,23,40,3,0,54,68,42,78,79,Competent
AGT01885,0,0,0,1,1,24,31,56,37,25,Needs Improvement
AGT01886,36,36,0,2,0,67,59,66,68,86,Competent
AGT01887,0,0,0,1,1,41,73,56,42,49,Basic
AGT01888,27,27,0,1,1,67,48,68,71,68,Competent
AGT01889,0,0,0,0,0,27,47,30,28,46,Needs Improvement
AGT01890,28,14,23,1,1,75,56,70,87,45,Advanced
AGT01891,29,29,20,1,0,66,66,82,85,58,Advanced
AGT01892,0,0,0,1,0,52,55,69,36,46,Needs Improvement
AGT01893,0,0,0,1,1,44,42,60,37,61,Competent
AGT01894,0,0,0,1,1,49,50,48,41,23,Competent
AGT01895,36,13,31,1,0,60,79,36,53,49,Competent
AGT01896,0,0,0,2,1,72,69,56,59,56,Basic
AGT01897,0,0,0,1,1,47,62,35,38,51,Basic
AGT01898,71,54,41,2,0,81,53,82,87,72,Advanced
AGT01899,10,5,0,1,1,54,58,72,54,43,Basic
AGT01900,14,1,14,1,1,51,60,39,76,32,Needs Improvement
AGT01901,30,8,0,1,0,66,70,55,61,60,Advanced
AGT01902,63,33,44,1,0,84,97,74,56,90,Advanced
AGT01903,15,10,15,1,0,75,84,78,90,62,Basic
AGT01904,23,10,1,0,0,57,74,38,71,44,Competent
AGT01905,13,13,2,0,0,69,100,38,70,60,Competent
AGT01906,51,7,18,1,1,57,55,51,55,55,Basic
AGT01907,2,2,2,2,0,75,62,28,44,57,Competent
AGT01908,14,0,0,0,0,59,69,64,38,77,Needs Improvement
AGT01909,2,2,0,0,0,49,49,64,53,66,Basic
AGT01910,12,12,0,0,0,60,70,81,80,65,Competent
AGT01911,39,28,15,2,0,59,36,46,58,30,Basic
AGT01912,84,43,33,0,0,60,64,68,89,59,Basic
AGT01913,32,26,15,1,1,77,69,74,82,59,Competent
AGT01914,0,0,0,0,0,29,47,19,29,24,Basic
AGT01915,14,14,3,2,1,73,90,84,86,72,Competent
AGT01916,0,0,0,1,1,36,23,37,46,34,Needs Improvement
AGT01917,12,0,0,2,1,41,84,48,51,33,Advanced
AGT01918,39,28,25,3,1,90,77,72,69,80,Competent
AGT01919,28,14,15,2,1,61,65,56,58,58,Competent
AGT01920,8,0,8,0,0,24,31,58,14,51,Needs Improvement
AGT01921,14,0,0,0,0,62,47,46,50,58,Competent
AGT01922,45,45,40,1,1,84,88,73,82,63,Advanced
AGT01923,0,0,0,0,0,33,48,36,41,57,Basic
AGT01924,65,24,15,2,1,68,78,59,76,69,Advanced
AGT01925,29,0,6,1,0,47,67,63,57,77,Needs Improvement
AGT01926,22,0,0,1,0,68,36,39,22,38,Needs Improvement
AGT01927,33,7,7,0,0,46,58,66,73,72,Basic
AGT01928,0,0,0,0,0,37,72,60,43,39,Basic
AGT01929,22,22,0,0,0,76,87,59,62,97,Competent
AGT01930,31,22,31,0,0,57,71,70,84,57,Competent
AGT01931,0,0,0,1,0,31,67,36,53,56,Competent
AGT01932,36,3,0,0,0,66,46,37,58,51,Needs Improvement
AGT01933,19,0,10,2,0,55,45,45,59,61,Needs Improvement
AGT01934,76,45,32,2,0,75,100,72,62,73,Basic
AGT01935,10,0,5,0,0,45,58,56,44,34,Competent
AGT01936,66,30,31,5,1,79,78,77,93,43,Advanced
AGT01937,51,8,13,2,1,61,64,73,51,90,Advanced
AGT01938,15,4,0,0,0,40,44,38,35,49,Needs Improvement
AGT01939,18,4,8,2,1,48,62,50,53,18,Competent
AGT01940,41,17,18,2,1,46,59,75,53,57,Basic
AGT01941,7,0,0,0,0,39,52,24,53,56,Basic
AGT01942,26,0,17,1,0,73,52,56,42,53,Competent
AGT01943,0,0,0,1,1,53,56,36,15,39,Basic
AGT01944,0,0,0,2,1,25,37,39,47,39,Basic
AGT01945,45,30,12,1,0,46,49,52,45,71,Needs Improvement
AGT01946,0,0,0,0,0,37,62,53,33,44,Needs Improvement
AGT01947,38,19,15,2,1,72,84,58,27,71,Competent
AGT01948,0,0,0,1,0,41,79,36,61,64,Basic
AGT01949,12,9,0,0,0,49,64,46,55,48,Basic
AGT01950,69,69,60,0,0,89,82,79,90,64,Advanced
AGT01951,18,0,0,1,1,62,65,71,62,57,Competent
AGT01952,78,44,52,0,0,61,72,95,41,73,Competent
AGT01953,0,0,0,1,1,49,42,54,28,44,Competent
AGT01954,10,3,2,1,0,58,74,42,46,61,Competent
AGT01955,35,14,10,1,1,72,43,62,53,72,Basic
AGT01956,0,0,0,0,0,54,51,54,44,56,Basic
AGT01957,34,12,19,0,0,82,84,62,71,66,Competent
AGT01958,24,7,2,2,1,61,43,56,59,55,Competent
AGT01959,13,0,10,2,0,70,59,29,37,84,Needs Improvement
AGT01960,3,3,0,1,0,75,66,63,52,36,Needs Improvement
AGT01961,57,21,0,3,1,75,85,56,71,66,Advanced
AGT01962,41,0,0,1,1,48,43,54,41,75,Competent
AGT01963,34,31,34,1,0,66,46,78,57,46,Competent
AGT01964,17,4,0,0,0,65,51,42,62,69,Competent
AGT01965,11,11,11,2,0,70,39,58,52,67,Competent
AGT01966,25,25,3,3,1,60,52,76,74,46,Needs Improvement
AGT01967,17,0,6,0,0,70,56,65,62,70,Competent
AGT01968,9,2,9,0,0,55,79,39,54,56,Competent
AGT01969,10,1,0,1,1,61,57,75,40,54,Basic
AGT01970,27,27,27,4,1,70,73,65,72,65,Basic
AGT01971,0,0,0,1,1,63,51,52,57,73,Basic
AGT01972,28,11,13,0,0,45,70,54,44,56,Competent
AGT01973,36,14,11,0,0,71,89,57,68,55,Advanced
AGT01974,95,56,59,3,0,86,71,61,97,75,Competent
AGT01975,0,0,0,1,0,46,72,51,37,43,Basic
AGT01976,51,29,25,1,1,90,77,60,60,55,Competent
AGT01977,0,0,0,1,0,34,46,53,30,36,Basic
AGT01978,30,8,6,2,1,68,72,70,41,63,Competent
AGT01979,75,41,52,1,0,83,85,96,100,83,Advanced
AGT01980,54,11,31,2,1,70,92,63,59,81,Advanced
AGT01981,39,9,4,0,0,84,73,52,50,64,Advanced
AGT01982,14,14,3,0,0,55,66,37,41,49,Basic
AGT01983,24,8,9,0,0,57,60,90,55,48,Needs Improvement
AGT01984,0,0,0,1,1,76,73,67,47,60,Competent
AGT01985,0,0,0,2,1,49,46,45,67,51,Basic
AGT01986,13,9,4,2,1,44,63,80,41,56,Competent
AGT01987,14,6,6,0,0,58,100,80,42,65,Basic
AGT01988,23,0,1,1,1,41,27,37,57,58,Basic
AGT01989,35,9,5,1,0,35,60,44,50,55,Competent
AGT01990,0,0,0,1,0,41,55,47,42,45,Needs Improvement
AGT01991,43,0,22,1,0,66,66,51,69,55,Competent
AGT01992,22,22,6,1,0,80,68,65,68,57,Basic
AGT01993,29,17,29,1,1,71,68,72,62,74,Basic
AGT01994,37,21,6,0,0,80,72,52,53,63,Basic
AGT01995,43,7,10,3,1,55,69,66,40,45,Competent
AGT01996,26,0,7,1,0,75,63,80,54,77,Competent
AGT01997,54,28,48,2,0,78,92,69,51,55,Advanced
AGT01998,24,24,0,1,0,64,61,59,63,59,Basic
AGT01999,8,0,3,0,0,59,67,48,31,60,Basic
AGT02000,52,27,43,1,1,79,79,92,78,83,Competent
